whatsapp_group,whatsapp_group_temp,timestamp,year,month,week,day_of_week,author,active_years,early_leaver,number_of_chats_that_day,length_chat,number_of_words,avg_word_length,previous_author,response_time,next_author,has_link,was_deleted,pictures_deleted,videos_deleted,number_of_pictures_videos,audios_deleted,gifs_deleted,stickers_deleted,documents_deleted,videonotes_deleted,has_attachment,number_of_emojis,has_emoji,list_of_all_emojis,list_of_connected_emojis,starts_with_emoji,emoji_starting_chat,ends_with_emoji,emoji_ending_chat,pct_emojis,number_of_punctuations,has_punctuation,list_of_all_punctuations,list_of_connected_punctuations,ends_with_punctuation,has_question_mark,ends_with_question_mark,punctuation_ending_chat,pct_punctuations,number_of_capitals,has_capitals,list_of_connected_capitals,starts_with_capital,capitalized_words_ratio,number_of_number_characters,has_number_characters,number_of_numbers,message_cleaned,x_day_pct_length_chat,x_day_pct_length_emojis,x_day_pct_length_punctuations,x_number_of_unique_participants_that_day,x_day_pct_messages_of_author,y_sequence_authors_that_day,y_sequence_response_times_that_day
maap,maap,2023-11-26 16:54:06,2023,11,47,6,AB,10,False,2,7,1,7.0,M,13.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,1,True,[],True,1.0,0,False,0,Jazeker,0.8274231678486997,0.0,0.0,6,21.428571428571427,AB,13.0
maap,maap,2023-11-26 16:54:24,2023,11,47,6,AB,10,False,3,57,10,4.8,AB,18.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,2,True,[],True,0.2,0,False,0,Phons staat nu op Eindhoven airport evelien op te wachten,6.73758865248227,0.0,0.0,6,21.428571428571427,AB,18.0
maap,maap,2023-11-26 16:54:36,2023,11,47,6,AB,10,False,4,10,2,4.5,AB,12.0,M,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,1,True,[],True,0.5,0,False,0,Jullie ook,1.1820330969267139,0.0,0.0,6,21.428571428571427,AB,12.0
maap,maap,2023-11-26 16:56:13,2023,11,47,6,M,9,False,5,68,10,5.2,AB,97.0,M,False,False,0,0,0,0,0,0,0,0,False,1,True,['🏆'],[],False,False,False,🏆,1.4705882352941175,11,True,"['.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['....', '....', '...']",True,False,False,.,16.176470588235293,2,True,[],True,0.15384615384615385,0,False,0,Dan hebben we een winnaar....🏆.... close call... gefeliciteerd Phons,8.037825059101655,8.333333333333332,50.0,6,46.42857142857143,M,97.0
maap,maap,2023-11-26 16:56:59,2023,11,47,6,M,9,False,6,78,16,4.0625,M,46.0,PB,False,False,0,0,0,0,0,0,0,0,False,1,True,['🫣'],[],False,False,True,🫣,1.282051282051282,2,True,"[',', ',']",[],True,False,False,",",2.564102564102564,1,True,[],True,0.058823529411764705,0,False,0,"Jep, waren we beetje in de war qua tijd, maar gelukkig kunnen we terug kijken🫣",9.219858156028367,8.333333333333332,9.090909090909092,6,46.42857142857143,M,46.0
maap,maap,2023-11-26 16:57:01,2023,11,47,6,PB,11,False,7,71,14,3.857142857142857,M,2.0,M,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,2,True,"['.', '.']",[],True,False,False,.,2.8169014084507045,4,True,[],True,0.26666666666666666,3,True,3,Ja dankjewel. Was ff spannend in huize B. Ik had de 1-2-3 juist vandaag,8.39243498817967,0.0,9.090909090909092,6,14.285714285714285,PB,2.0
maap,maap,2023-11-26 16:57:18,2023,11,47,6,M,9,False,8,20,4,4.0,PB,17.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,1,True,"[',']",[],True,False,False,",",5.0,1,True,[],True,0.2,0,False,0,"Full score, petje af",2.3640661938534278,0.0,4.545454545454546,6,46.42857142857143,M,17.0
maap,maap,2023-11-26 16:57:50,2023,11,47,6,PB,11,False,9,6,1,6.0,M,32.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,1,True,[],True,1.0,0,False,0,Mazzel,0.7092198581560284,0.0,0.0,6,14.285714285714285,PB,32.0
maap,maap,2023-11-26 16:57:50,2023,11,47,6,AB,10,False,10,47,10,4.0,PB,0.0,M,False,False,0,0,0,0,0,0,0,0,False,1,True,['😉'],[],False,False,True,😉,2.127659574468085,1,True,['?'],[],True,True,False,?,2.127659574468085,2,True,[],True,0.18181818181818182,0,False,0,Knap hè? Hij denkt nu aan een carrière switch 😉,5.555555555555555,8.333333333333332,4.545454545454546,6,21.428571428571427,AB,0.0
maap,maap,2023-11-26 16:58:33,2023,11,47,6,M,9,False,11,49,9,4.444444444444445,AB,43.0,M,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,1,True,"[',']",[],True,False,False,",",2.0408163265306123,1,True,[],True,0.1,0,False,0,"Goed moment, ze zoeken bij alpha tauri nog iemand",5.791962174940898,0.0,4.545454545454546,6,46.42857142857143,M,43.0
maap,maap,2023-11-26 16:58:56,2023,11,47,6,M,9,False,12,13,2,6.0,M,23.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,1,True,[],True,0.5,0,False,0,Franzke stopt,1.5366430260047281,0.0,0.0,6,46.42857142857143,M,23.0
maap,maap,2023-11-26 16:59:01,2023,11,47,6,PB,11,False,13,10,3,2.6666666666666665,M,5.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,1,True,[],True,0.3333333333333333,0,False,0,Al even ja,1.1820330969267139,0.0,0.0,6,14.285714285714285,PB,5.0
maap,maap,2023-11-26 16:59:22,2023,11,47,6,PB,11,False,14,25,6,3.3333333333333335,PB,21.0,M,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,1,True,[],True,0.16666666666666666,0,False,0,Now is the time to change,2.955082742316785,0.0,0.0,6,14.285714285714285,PB,21.0
maap,maap,2023-11-26 16:59:45,2023,11,47,6,M,9,False,15,9,3,2.3333333333333335,PB,23.0,M,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,1,True,[],True,0.3333333333333333,0,False,0,Zo is dat,1.0638297872340425,0.0,0.0,6,46.42857142857143,M,23.0
maap,maap,2023-11-26 17:00:37,2023,11,47,6,M,9,False,16,52,9,4.777777777777778,M,52.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,1,True,"[',']",[],True,False,False,",",1.9230769230769231,1,True,[],True,0.1,1,True,1,"Jij gefeliciteerd met de 2e plaats, ook dik verdiend",6.1465721040189125,0.0,4.545454545454546,6,46.42857142857143,M,52.0
maap,maap,2023-11-26 17:02:25,2023,11,47,6,AB,10,False,17,6,2,2.5,M,108.0,AvT,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,1,True,[],True,0.5,0,False,0,Dank u,0.7092198581560284,0.0,0.0,6,21.428571428571427,AB,108.0
maap,AvT,2023-11-26 17:06:10,2023,11,47,6,AvT,10,False,18,7,1,5.0,AB,225.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],0.8274231678486997,0.0,0.0,6,3.571428571428571,AvT,225.0
maap,maap,2023-11-26 17:08:20,2023,11,47,6,AB,10,False,19,134,27,4.222222222222222,AvT,130.0,PB,False,False,0,0,0,0,0,0,0,0,False,2,True,"['🤔', '🤭']",[],False,False,False,🤭,1.4925373134328357,1,True,['.'],[],True,False,False,.,0.7462686567164178,5,True,[],True,0.18518518518518517,1,True,1,Had het nog niet gezien. Phons zei 9 punten verschil🤔 Geen wonder dat hij zo snel naar Eindhoven airport is gereden 🤭 Maar dank je wel,15.839243498817968,16.666666666666664,4.545454545454546,6,21.428571428571427,AB,130.0
maap,maap,2023-12-13 19:01:37,2023,12,50,2,PB,11,False,1,18,5,2.8,AB,1475597.0,M,False,False,0,0,0,0,0,0,0,0,False,2,True,"['🫣', '🥳']","['27', '🫣🥳']",False,False,True,🫣🥳,11.11111111111111,2,True,"['.', '.']",['..'],True,False,False,.,11.11111111111111,1,True,[],True,0.16666666666666666,2,True,1,Ik kan de 27e…..🫣🥳,11.320754716981133,33.33333333333333,33.33333333333333,4,16.666666666666664,PB,1475597.0
maap,maap,2023-12-13 19:31:05,2023,12,50,2,M,9,False,2,6,1,6.0,PB,1768.0,AvT,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,1,True,[],True,1.0,0,False,0,Joepie,3.7735849056603774,0.0,0.0,4,16.666666666666664,M,1768.0
maap,AvT,2023-12-13 21:35:29,2023,12,50,2,AvT,10,False,3,7,1,5.0,M,7464.0,AvT,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],4.40251572327044,0.0,0.0,4,50.0,AvT,7464.0
maap,AvT,2023-12-27 00:30:09,2023,12,52,2,AvT,10,False,1,122,22,4.454545454545454,AvT,1133680.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],['30'],False,False,False,,0.0,3,True,"['.', ',', '!']",[],True,False,False,!,2.459016393442623,2,True,[],False,0.08,2,True,1,"30 te bellen over het plan. Madeleine vandaag al een stuk beter, maar nog ver weg van haar volgende marathon! Slaap lekker",15.30740276035132,0.0,27.27272727272727,4,28.57142857142857,AvT,1133680.0
maap,maap,2023-12-27 01:03:31,2023,12,52,2,AB,10,False,2,459,92,3.989130434782609,AvT,2002.0,AB,False,False,0,0,0,0,0,0,0,0,False,1,True,['🤭'],['2024'],False,False,True,🤭,0.2178649237472767,5,True,"['.', '.', '.', '.', '.']",[],True,False,False,.,1.0893246187363834,6,True,[],True,0.0625,4,True,1,Nou full house kost veel energie dus het lijkt mij verstandig om madeleine nog een dagje marmot in bed te laten zijn. En bij te komen van vandaag. Ze is zó ziek geweest dat ze zuinig met haar energie om moet gaan om de marathon van 2024 aan te gaan. Dusse zorg jij maar goed voor je vrouw morgen. En alle energie die anders naar ons zou gaan stop maar in je vrouw tegen houden om dingen te gaan doen. Omdat ze vind dat een wasje aanzetten toch geen moeite is🤭,57.590966122961106,20.0,45.45454545454545,4,28.57142857142857,AB,2002.0
maap,maap,2023-12-27 01:03:41,2023,12,52,2,AB,10,False,3,14,2,7.5,AB,10.0,PB,False,False,0,0,0,0,0,0,0,0,False,2,True,"['🥱', '😴']",['🥱😴'],False,False,True,🥱😴,14.285714285714285,0,False,[],[],False,False,False,,0.0,1,True,[],True,0.5,0,False,0,Welterusten 🥱😴,1.7565872020075282,40.0,0.0,4,28.57142857142857,AB,10.0
maap,maap,2023-12-27 01:12:02,2023,12,52,2,PB,11,False,4,51,10,4.2,AB,501.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,2,True,[],True,0.2,0,False,0,We spreken gauw een keertje af om te ballen Anthony,6.398996235884567,0.0,0.0,4,28.57142857142857,PB,501.0
maap,maap,2023-12-27 01:12:35,2023,12,52,2,PB,11,False,5,38,7,4.571428571428571,PB,33.0,AvT,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,1,True,[],True,0.14285714285714285,0,False,0,Doe maar lekker even op krachten komen,4.767879548306149,0.0,0.0,4,28.57142857142857,PB,33.0
maap,AvT,2023-12-27 10:16:02,2023,12,52,2,AvT,10,False,6,92,17,4.470588235294118,PB,32607.0,M,False,False,0,0,0,0,0,0,0,0,False,1,True,['📰'],[],False,False,True,📰,1.0869565217391304,3,True,"['.', '.', '!']",[],True,False,False,!,3.260869565217391,3,True,[],True,0.15,0,False,0,Wat een lieve woorden. Hier nog leeg beneden. Ik geef jullie later vandaag nog een update! 📰,11.543287327478042,20.0,27.27272727272727,4,28.57142857142857,AvT,32607.0
maap,maap,2023-12-27 13:22:08,2023,12,52,2,M,9,False,7,21,5,4.2,AvT,11166.0,AB,False,False,0,0,0,0,0,0,0,0,False,1,True,['🥰'],[],False,False,True,🥰,4.761904761904762,0,False,[],[],False,False,False,,0.0,1,True,[],True,0.25,0,False,0,Lief dank jullie wel🥰,2.6348808030112925,20.0,0.0,4,14.285714285714285,M,11166.0
maap,maap,2023-12-28 17:45:29,2023,12,52,3,AB,10,False,1,614,110,4.609090909090909,M,102201.0,AvT,False,False,0,0,0,0,0,0,0,0,False,2,True,"['🙈', '🏃']","['130', '000', '26', '000', '32', '♀️🏃🏻', '♂️']",False,False,True,♂️,0.32573289902280134,6,True,"['.', '.', '.', '.', '.', '.']",[],True,False,False,.,0.9771986970684038,9,True,[],True,0.07894736842105263,14,True,4,Nou mensen wij zijn bij de notaris geweest🙈 Echt niet te geloven wat er gebeurt als je niks geregelt. Voorbeeld als je twee dochters hebt en 1 langstlevende. En de portie zou 130.000 pp zijn. Als je niks regelt dan moet de langstlevende meteen 26.000 afrekenen bij de belastingdienst. Aangezien ons testament al 32 jaar geleden opgemaakt is moeten we ook ons testament aanpassen want dit valt weer onder het testament. En daarnaast nog van alles in twee levenstestamenten Je schoenen vallen gewoon uit als je hoort hoe het gaat als je niks regelt. Dusse ik zou zeggen ga vóór de deur bij de notaris liggen🏃 ♀️🏃🏻 ♂️,83.42391304347827,50.0,66.66666666666666,3,50.0,AB,102201.0
maap,AvT,2023-12-28 17:47:24,2023,12,52,3,AvT,10,False,2,36,9,3.4444444444444446,AB,115.0,M,False,False,0,0,0,0,0,0,0,0,False,1,True,['🤓'],[],False,False,True,🤓,2.7777777777777777,1,True,['!'],[],True,False,False,!,2.7777777777777777,1,True,[],True,0.1,0,False,0,Nou dat gaan we dan maar eens doen!🤓,4.891304347826087,25.0,11.11111111111111,3,25.0,AvT,115.0
maap,maap,2023-12-28 17:50:19,2023,12,52,3,M,9,False,3,20,5,3.6,AvT,175.0,AB,False,False,0,0,0,0,0,0,0,0,False,1,True,['😌'],[],False,False,True,😌,5.0,2,True,"[',', '.']",[],True,False,False,.,10.0,1,True,[],True,0.2,0,False,0,"Tjop tjop, hop hop.😌",2.717391304347826,25.0,22.22222222222222,3,25.0,M,175.0
maap,maap,2023-12-28 17:51:39,2023,12,52,3,AB,10,False,4,66,13,4.153846153846154,M,80.0,M,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,1,True,[],True,0.07692307692307693,0,False,0,Ja echt het is niet te geloven wat je allemaal dicht moet timmeren,8.967391304347826,0.0,0.0,3,50.0,AB,80.0
maap,maap,2024-01-01 00:24:12,2024,1,1,0,M,9,False,1,22,4,5.25,AB,282753.0,PB,False,False,0,0,0,0,0,0,0,0,False,1,True,['🎆'],['🎆❤️'],False,False,True,🎆❤️,4.545454545454546,0,False,[],[],False,False,False,,0.0,1,True,[],True,0.3333333333333333,0,False,0,Gelukkig nieuw jaar🎆❤️,7.638888888888889,12.5,0.0,10,15.384615384615385,M,282753.0
maap,maap,2024-01-01 00:29:31,2024,1,1,0,PB,11,False,2,68,11,5.454545454545454,M,319.0,PB,False,False,0,0,0,0,0,0,0,0,False,1,True,['🤧'],[],False,False,True,🤧,1.4705882352941175,2,True,"['.', '!']",[],True,False,False,!,2.941176470588235,2,True,[],True,0.15384615384615385,0,False,0,Dankjewel. Jullie ook de beste wensen maar vooral goede gezondheid!🤧,23.61111111111111,12.5,66.66666666666666,10,15.384615384615385,PB,319.0
maap,maap,2024-01-01 00:29:31,2024,1,1,0,PB,11,False,3,7,1,5.0,PB,0.0,AvT,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],2.430555555555556,0.0,0.0,10,15.384615384615385,PB,0.0
maap,AvT,2024-01-01 00:32:01,2024,1,1,0,AvT,10,False,4,7,1,5.0,PB,150.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],2.430555555555556,0.0,0.0,10,15.384615384615385,AvT,150.0
maap,maap,2024-01-01 10:39:25,2024,1,1,0,AB,10,False,5,7,1,5.0,AvT,36444.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],2.430555555555556,0.0,0.0,10,7.6923076923076925,AB,36444.0
maap,maap,2024-01-05 10:13:35,2024,1,1,4,AB,10,False,1,214,41,4.146341463414634,AB,344050.0,AvT,False,False,0,0,0,0,0,0,0,0,False,0,False,[],"['800', '000']",False,False,False,,0.0,1,True,['.'],[],True,False,False,.,0.46728971962616817,4,True,[],True,0.09090909090909091,8,True,3,Even over dat grijs gebied en huis verkopen. De eerste twee jaar is het verstandig voor de kinderen om het huis niet te verkopen want dan blijft het in box1. Als het cash is box3. Meer dan 800.000 is gewoon betalen,22.621564482029598,0.0,6.666666666666667,6,25.0,AB,344050.0
maap,AvT,2024-01-05 10:17:56,2024,1,1,4,AvT,10,False,2,90,13,5.846153846153846,AB,261.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,2,True,"[',', '.']",[],True,False,False,.,2.2222222222222223,3,True,['OK'],True,0.13333333333333333,0,False,0,"OK, kan dus wel beschreven worden levenstestament dat kinderen verkoop mogen doen. Correct",9.513742071881607,0.0,13.333333333333334,6,25.0,AvT,261.0
maap,maap,2024-01-05 10:22:34,2024,1,1,4,AB,10,False,3,161,32,4.0,AvT,278.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,1,True,['.'],[],True,False,False,.,0.6211180124223602,3,True,[],True,0.08823529411764706,2,True,2,Ja maar in deze is dat dus niet verstandig de eerste twee jaar ivm box1 en 3. Maar ze mogen het dan verkopen. En niet in het levenstestament maar in je testament,17.019027484143763,0.0,6.666666666666667,6,25.0,AB,278.0
maap,maap,2024-01-23 09:46:29,2024,1,4,1,PB,11,False,1,165,30,4.666666666666667,AB,1553035.0,AvT,False,False,0,0,0,0,0,0,0,0,False,2,True,"['🥳', '🎊']",[],False,False,True,🎊,1.2121212121212122,3,True,"[',', '!', '!']",[],True,False,False,!,1.8181818181818181,2,True,[],True,0.06060606060606061,0,False,0,"Anthony, grote grote vriend en golfleermesster! Van harte gefeliciteerd met je verjaardag 🥳 ik hoop dat je een fijne dag hebt en wens je nog vele gezonde jaren toe!🎊",47.687861271676304,33.33333333333333,50.0,3,25.0,PB,1553035.0
maap,AvT,2024-01-23 09:47:25,2024,1,4,1,AvT,10,False,2,55,11,4.363636363636363,PB,56.0,PB,False,False,0,0,0,0,0,0,0,0,False,1,True,['🤓'],[],False,False,True,🤓,1.8181818181818181,1,True,['!'],[],True,False,False,!,1.8181818181818181,2,True,[],True,0.18181818181818182,0,False,0,Dank je grote vriend! Weer een jaartje ouder en wijzer🤓,15.895953757225435,16.666666666666664,16.666666666666664,3,50.0,AvT,56.0
maap,maap,2024-01-23 09:48:05,2024,1,4,1,PB,11,False,3,28,6,4.333333333333333,AvT,40.0,AvT,False,False,0,0,0,0,0,0,0,0,False,1,True,['😂'],[],False,False,True,😂,3.571428571428571,0,False,[],[],False,False,False,,0.0,1,True,[],True,0.16666666666666666,0,False,0,En dochter bij je pensioen 😂,8.092485549132949,16.666666666666664,0.0,3,25.0,PB,40.0
maap,AvT,2024-01-23 09:51:03,2024,1,4,1,AvT,10,False,4,6,1,6.0,PB,178.0,AvT,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,1,True,[],True,1.0,0,False,0,Zekers,1.7341040462427744,0.0,0.0,3,50.0,AvT,178.0
maap,AvT,2024-01-23 12:34:38,2024,1,4,1,AvT,10,False,5,7,1,5.0,AvT,9815.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,[media],2.023121387283237,0.0,0.0,3,50.0,AvT,9815.0
maap,maap,2024-01-23 13:08:33,2024,1,4,1,AB,10,False,6,25,4,6.25,AvT,2035.0,AvT,False,False,0,0,0,0,0,0,0,0,False,1,True,['😊'],[],False,False,True,😊,4.0,1,True,['!'],[],True,False,False,!,4.0,1,True,[],True,0.2,0,False,0,Van harte gefeliciteerd!😊,7.225433526011561,16.666666666666664,16.666666666666664,3,25.0,AB,2035.0
maap,AvT,2024-01-23 16:07:02,2024,1,4,1,AvT,10,False,7,42,9,4.111111111111111,AB,10709.0,AB,False,False,0,0,0,0,0,0,0,0,False,1,True,['🤓'],[],False,False,True,🤓,2.380952380952381,1,True,['!'],[],True,False,False,!,2.380952380952381,2,True,[],True,0.2222222222222222,0,False,0,Dank je! Weer een jaartje ouder en wijzer🤓,12.138728323699421,16.666666666666664,16.666666666666664,3,50.0,AvT,10709.0
maap,maap,2024-01-23 18:22:04,2024,1,4,1,AB,10,False,8,18,3,5.333333333333333,AvT,8102.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,1,True,[],True,0.3333333333333333,0,False,0,Dat wel natuurlijk,5.202312138728324,0.0,0.0,3,25.0,AB,8102.0
maap,maap,2024-01-31 09:41:39,2024,1,5,2,PB,11,False,1,104,1,87.0,AB,659975.0,M,True,False,0,0,0,0,0,0,0,0,False,0,False,[],['37'],False,False,False,,0.0,2,True,"['.', '.']",[],True,False,False,.,1.9230769230769231,0,False,[],False,0.0,4,True,3,//www.ad.nl/show/adele-verrast-met-aankondiging-concerten-in-munchen-willekeurig-maar-geweldig~a37e2f9c/,15.757575757575756,0.0,13.333333333333334,8,25.0,PB,659975.0
maap,maap,2024-01-31 09:44:54,2024,1,5,2,M,9,False,2,73,12,4.333333333333333,PB,195.0,PB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],['🤞🏼🤞🏼🤞🏼🤞🏼🤞🏼'],False,False,True,🤞🏼🤞🏼🤞🏼🤞🏼🤞🏼,0.0,5,True,"['.', '.', '.', '.', '.']",['....'],True,False,False,.,6.8493150684931505,1,True,[],True,0.08333333333333333,1,True,1,Joehoe.... ik heb me al aangemeld verkoop tickets start 7 febr.🤞🏼🤞🏼🤞🏼🤞🏼🤞🏼,11.06060606060606,0.0,33.33333333333333,8,16.666666666666664,M,195.0
maap,maap,2024-01-31 10:09:41,2024,1,5,2,PB,11,False,3,5,1,4.0,M,1487.0,PB,False,False,0,0,0,0,0,0,0,0,False,3,True,"['😂', '😂', '👍']",['😂😂👍🙏🏻'],True,False,True,😂😂👍🙏🏻,60.0,0,False,[],[],False,False,False,,0.0,0,False,[],False,0.0,0,False,0,😂😂👍🙏🏻,0.7575757575757576,42.857142857142854,0.0,8,25.0,PB,1487.0
maap,maap,2024-01-31 10:10:29,2024,1,5,2,PB,11,False,4,33,8,3.125,PB,48.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,1,True,['?'],[],True,True,False,?,3.0303030303030303,2,True,[],True,0.2222222222222222,0,False,0,Kan ik dat ook doen? Om te helpen,5.0,0.0,6.666666666666667,8,25.0,PB,48.0
maap,maap,2024-01-31 11:04:23,2024,1,5,2,AB,10,False,5,6,2,2.5,PB,3234.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,1,True,[],True,0.5,0,False,0,Ik ook,0.9090909090909091,0.0,0.0,8,16.666666666666664,AB,3234.0
maap,maap,2024-01-31 11:39:07,2024,1,5,2,AB,10,False,6,238,45,4.4222222222222225,AB,2084.0,M,False,False,0,0,0,0,0,0,0,0,False,2,True,"['😊', '🤭']",[],False,False,True,🤭,0.8403361344537815,3,True,"['.', '?', '.']",[],True,True,False,.,1.2605042016806722,6,True,[],True,0.13043478260869565,0,False,0,Marjolein en ik en phons registreren ons ook. Dusse dan is nog de vraag wat wil jij? Kaartjes alleen op telefoon Je raakt ze natuurlijk altijd wel kwijt als je over hebt😊 Heb je je eigen kaartje er meteen uit. Goede kortdurende belegging🤭,36.06060606060606,28.57142857142857,20.0,8,16.666666666666664,AB,2084.0
maap,maap,2024-01-31 12:30:09,2024,1,5,2,M,9,False,7,16,4,3.25,AB,3062.0,AB,False,False,0,0,0,0,0,0,0,0,False,0,False,[],[],False,False,False,,0.0,0,False,[],[],False,False,False,,0.0,1,True,[],True,0.25,0,False,0,Dat zou top zijn,2.4242424242424243,0.0,0.0,8,16.666666666666664,M,3062.0
maap,maap,2024-02-03 22:25:16,2024,2,5,5,AB,10,False,1,171,34,3.9705882352941178,M,294907.0,AB,False,False,0,0,0,0,0,0,0,0,False,3,True,"['☕', '🥧', '🍰']","['24', '60', '20', '00', '☕🥧🍰']",False,False,True,☕🥧🍰,1.7543859649122806,3,True,"['!', '.', '.']",[],True,False,False,.,1.7543859649122806,4,True,[],True,0.10810810810810811,8,True,3,Hallo party gangers! Het schijnt echt zo te zijn dat ik 24 februari 60 jaar mag gaan vieren. Zou het erg gezellig vinden als jullie er bij zijn. Vanaf een uur of 20.00 ☕🥧🍰,58.56164383561644,50.0,75.0,1,100.0,AB,294907.0
maap,maap,2024-02-03 22:27:59,2024,2,5,5,AB,10,False,2,121,23,4.782608695652174,AB,163.0,M,False,False,0,0,0,0,0,0,0,0,False,3,True,"['🤷', '👑', '🙈']",['♀️'],False,False,True,🙈,2.479338842975207,1,True,['.'],[],True,False,False,.,0.8264462809917356,1,True,[],True,0.043478260869565216,0,False,0,Vanzelfsprekend zijn jullie de uitzondering op de regel en mogen jullie ook eerder het pand betreden. 🤷 ♀️ is een 👑 jaar🙈,41.43835616438356,50.0,25.0,1,100.0,AB,163.0
maap,maap,2024-02-04 10:07:01,2024,2,5,6,M,9,False,1,89,21,3.761904761904762,AB,41942.0,AB,False,False,0,0,0,0,0,0,0,0,False,2,True,"['👑', '👑']",['👑6️⃣0️⃣👑'],False,False,False,👑,2.247191011235955,5,True,"['.', '.', '.', '.', '.']",['.....'],True,False,False,.,5.617977528089887,1,True,[],True,0.058823529411764705,2,True,2,Party time 👑6️⃣0️⃣👑 en wij zijn er voor de verandering bij..... dat willen we niet missen,61.37931034482759,28.57142857142857,83.33333333333334,2,50.0,M,41942.0
maap,maap,2024-02-04 10:27:27,2024,2,5,6,AB,10,False,2,56,11,4.454545454545454,M,1226.0,AvT,False,False,0,0,0,0,0,0,0,0,False,5,True,"['🎤', '😂', '🤣', '😂', '😊']",['😂🤣😂😊'],False,False,True,😂🤣😂😊,8.928571428571429,1,True,"[',']",[],True,False,False,",",1.7857142857142856,1,True,[],True,0.09090909090909091,0,False,0,"Haha, nou dan zetten we singstar in als sfeermaker🎤 😂🤣😂😊",38.62068965517241,71.42857142857143,16.666666666666664,2,50.0,AB,1226.0
